increment,specimen,d13C,d18O,measure
1,IBX04,-11.552,-11.049000000000001,28.3
2,IBX04,-11.132,-12.187,25.3
3,IBX04,-11.381,-10.145,22.4
4,IBX04,-12.036,-5.983,19.4
5,IBX04,-12.174,-4.71,16.9
6,IBX04,-11.633000000000001,-8.112,14.4
7,IBX04,-11.257,-11.122,11.9
8,IBX04,-11.075000000000001,-7.377999999999999,9.4
8,IBX04,-10.994,-7.2669999999999995,9.4
9,IBX04,-11.309000000000001,-4.831,6.9
10,IBX04,-9.771,-9.171,4
